
This file was downloaded on 2022-06-19T16:13:05 UTC from snrcat.physics.umanitoba.ca
SNR_id;source_id;energy_domain;instrument;angular_resolution;source;year
G026.6-00.1;1HWC J1838-060, 2HWC J1837-065, 3HWC J1837-066;gamma_TeV;HAWC;detected;?;2020
G026.6-00.1;HESS J1841-055;gamma_TeV;HESS;extended;PWN?;2018
G026.6-00.1;;gamma_TeV;MAGIC;extended;shell?;2020
G026.6-00.1;Suzaku J1840.2-0552;X;Suzaku;extended;shell?;2015
G027.4+00.0;G27.4+0.0;X;ASCA;extended;shell, PSR;2001
G027.4+00.0;;X;BeppoSAX;detected;PSR;1999
G027.4+00.0;G027.4+00.0;X;Chandra;extended;shell, AXP;2019
G027.4+00.0;;X;Einstein;extended;shell, central object = binary?;1990
G027.4+00.0;2FGL J1841.2-0459c, Fermi J1841.1-0458, FGES J1839.4-0554 and J1841.4-0514, 3FHL J1840.9-0532e;gamma_GeV;Fermi;extended;magnetar, shell? shock+cloud?, PWN?;2017
G027.4+00.0;;X;Ginga;detected;PSR;1999
G027.4+00.0;1HWC J1842-046c, 2HWC J1837-065, 3HWC J1837-066;gamma_TeV;HAWC;detected;?;2020
G027.4+00.0;HESS J1841-055;gamma_TeV;HESS;detected;?;2011
G027.4+00.0;;X;INTEGRAL-X;detected;?;2005
G027.4+00.0;;gamma_TeV;MAGIC;extended;?;2020
G027.4+00.0;;X;NuSTAR;detected;magnetar;2013
G027.4+00.0;;X;ROSAT;extended;shell, central source;1994
G027.4+00.0;;X;RXTE;detected;PSR;2004
G027.4+00.0;;X;Suzaku;detected;AXP, shell;2010
G027.4+00.0;;X;Swift;detected;PSR;2013
G027.4+00.0;;X;XMM;detected;shell, PSR;2014
G027.8+00.6;EGR J1838-0420, 3EG J1837-0423;gamma_GeV;EGRET;detected;? (probably unrelated);2008
G027.8+00.6;2FGL J1840.3-0413c, 3FGL J1840.1-0412;gamma_GeV;Fermi;detected;?;2016
G027.8+00.6;1HWC J1842-046c;gamma_TeV;HAWC;detected;?;2016
G027.8+00.6;;gamma_TeV;HESS;(missed);;2011
G027.8+00.6;;X;XMM;extended;PWN? NS?;2010
G028.6-00.1;AX J1843.8-0352, G28.6-0.1;X;ASCA;extended;shell?;2001
G028.6-00.1;;X;Chandra;extended;shell;2005
G028.6-00.1;1FGL J1842.9-0359c, 2FGL J1842.8-0359c;gamma_GeV;Fermi;detected;?;2016
G028.6-00.1;1HWC J1844-031c, 2HWC J1844-032, eHWC J1842-035, 3HWC J1843-034;gamma_TeV;HAWC;detected;?;2020
G028.6-00.1;HESS J1843-033;gamma_TeV;HESS;extended;shell?;2018
G028.6-00.1;LHAASO J1843-0338;gamma_TeV;LHAASO;extended;shell?;2021
G028.8+01.5;G28.8+1.5;X;ASCA;detected;?;2000
G028.8+01.5;EGR J1838-0420;gamma_GeV;EGRET;detected;?;2008
G028.8+01.5;2FGL J1839.7-0334c;gamma_GeV;Fermi;detected;? (not present in last catalogue);2016
G028.8+01.5;1HWC J1844-031c, 2HWC J1844-032, eHWC J1842-035, 3HWC J1843-034;gamma_TeV;HAWC;detected;?;2020
G028.8+01.5;;X;ROSAT;detected;?;2000
G028.8+01.5;;X;XMM;detected;point sources (NS?), diffuse emission in the centre of shell;2010
G029.4+00.1;ARGO J1841-0332;gamma_TeV;ARGO-YBJ;detected;?;2013
G029.4+00.1;AX J1844.7-0305;X;ASCA;extended;PWN?;2013
G029.4+00.1;;X;Chandra;extended;PWN+PSR;2019
G029.4+00.1;1HWC J1844-031c, 2HWC J1844-032, eHWC J1842-035, 3HWC J1843-034;gamma_TeV;HAWC;detected;?;2020
G029.4+00.1;HESS J1844-030 (formerly in J1843-033);gamma_TeV;HESS;extended;shell? PWN?;2018
G029.4+00.1;;X;XMM;extended;PWN+PSR;2019
G029.6+00.1;G29.6+0.1 and AX J1844.8-0258;X;ASCA;detected;AXP;2000
G029.6+00.1;CXOU J184457.5-025823;X;Chandra;detected;AXP?;2016
G029.6+00.1;1FGL J1844.3-0309c;gamma_GeV;Fermi;detected;?;2016
G029.6+00.1;;gamma_TeV;HESS;(missed);;2011
G029.6+00.1;;X;RXTE;detected;AXP;2000
G029.6+00.1;;X;XMM;detected;AXP?;2016
G029.7-00.3;G29.7-0.3;X;ASCA;extended;shell, PWN;2001
G029.7-00.3;;X;BeppoSAX;detected;PSR;2002
G029.7-00.3;G029.7-00.2;X;Chandra;extended;shell, PWN + PSR (magnetar?);2021
G029.7-00.3;;X;Einstein;extended;shell and PWN ?;1990
G029.7-00.3;;gamma_GeV;Fermi;(missed);;2016
G029.7-00.3;1HWC J1844-031c, 2HWC J1844-032, eHWC J1842-035, 3HWC J1843-034;gamma_TeV;HAWC;detected;?;2020
G029.7-00.3;HESS J1846-029;gamma_TeV;HESS;detected;PWN, shell?;2018
G029.7-00.3;;X;INTEGRAL-X;detected;PSR + PWN;2009
G029.7-00.3;;X;NuSTAR;extended;dust-scattered PWN;2020
G029.7-00.3;;X;RXTE;detected;PSR (magnetar?);2009
G029.7-00.3;;X;XMM;structured;PSR + PWN, shell;2020
G030.7+01.0;G30.7+1.0;X;ASCA;extended;?;
G030.7+01.0;GRO J1842-02;gamma_GeV;EGRET;(missed);(not present in subsequent catalogues);1995
G030.7+01.0;;gamma_GeV;Fermi;detected;?;2016
G030.7+01.0;;gamma_TeV;HESS;(missed);;2018
G030.7-02.0;;gamma_GeV;Fermi;(missed);;2016
G030.7-02.0;;gamma_TeV;HESS;(missed);;2011
G031.5-00.6;;gamma_GeV;Fermi;detected;?;2016
G031.5-00.6;;gamma_TeV;HESS;(missed);;2011
G031.9+00.0;G31.9+0.0;X;ASCA;extended;shell;2005
G031.9+00.0;G031.9+00.0;X;Chandra;extended;shell;2017
G031.9+00.0;;X;Einstein;extended;shell;1990
G031.9+00.0;1FGL J1849.0-0055, 2FGL J1849.3-0055, 3FGL J1849.4-0057, 3FHL J1849.4-0056;gamma_GeV;Fermi;detected;shock+cloud?;2017
G031.9+00.0;;gamma_TeV;HESS;(missed);;2011
G031.9+00.0;;X;ROSAT;extended;shell;1998
G031.9+00.0;;X;Suzaku;extended;shell;2014
G031.9+00.0;;X;XMM;extended;shell;2003
G032.0-04.9;;gamma_GeV;Fermi;(missed);;2016
G032.1-00.9;G32.1-0.9;X;ASCA;extended;shell?;1997
G032.1-00.9;;gamma_GeV;Fermi;(missed);;2016
G032.1-00.9;;gamma_TeV;HESS;(missed);;2011
G032.1-00.9;;X;ROSAT;extended;shell?;1997
G032.4+00.1;2FGL J1850.7-0014c;gamma_GeV;Fermi;detected;shell?? (not present in last catalogue);2016
G032.4+00.1;;gamma_TeV;HESS;(missed);;2011
G032.4+00.1;;X;XMM;extended;shell;2005
G032.6+00.5;;X;Chandra;extended;PWN?;2013
G032.6+00.5;;gamma_GeV;Fermi;(missed);;2013
G032.6+00.5;2HWC J1849+001, eHWC J1850+001, 3HWC J1849+001;gamma_TeV;HAWC;detected;?;2020
G032.6+00.5;HESS J1849-000;gamma_TeV;HESS;extended;PWN;2018
G032.6+00.5;IGR J18490-0000;X;INTEGRAL-X;extended;PWN;2010
G032.6+00.5;LHAASO J1849-0338;gamma_TeV;LHAASO;extended;PSR;2021
G032.6+00.5;;X;NuSTAR;;;2021
G032.6+00.5;;X;RXTE;detected;PSR;2011
G032.6+00.5;;X;Swift;detected;binary?;2008
G032.6+00.5;;X;XMM;extended;PWN;2010
G032.8-00.1;1FGL J1850.2-0019c, 2FGLJ1850.7-0014c, 3FGL J1850.5-0024;gamma_GeV;Fermi;detected;?;2016
G032.8-00.1;HESS J1852-000;gamma_TeV;HESS;extended;shell/shock+cloud?;2020
G032.8-00.1;;X;ROSAT;extended;shock;2011
G032.8-00.1;;X;Suzaku;extended;shell, CR+cloud?, unrelated variable source;2018
G032.8-00.1;;X;XMM;extended;shock;2016
G033.2-00.6;;gamma_GeV;Fermi;detected;?;2016
G033.2-00.6;HESS J1852-000;gamma_TeV;HESS;extended;shell?;2018
G033.6+00.1;G33.6+0.1;X;ASCA;extended;shell;2002
G033.6+00.1;G033.6+00.1 and CXOU J185238.6+004020;X;Chandra;extended;shell, CCO PSR;2021
G033.6+00.1;;X;Einstein;extended;?;1990
G033.6+00.1;1FGL J1853.1+0032c, 2FGL J1852.7+0047c;gamma_GeV;Fermi;extended;shell? nearby PSR+PWN? (not present in last catalogue);2022
G033.6+00.1;;gamma_TeV;HESS;(missed);;2011
G033.6+00.1;;X;ROSAT;extended;shell;1998
G033.6+00.1;;X;Suzaku;extended;shell;2016
G033.6+00.1;;X;XMM;extended;shell, CCO PSR, nearby magnetar;2016
G034.0+20.3;;X;Chandra;extended;PSR tail;2008
G034.0+20.3;3HWC J1739+099;gamma_TeV;HAWC;detected;?;2020
G034.0+20.3;;gamma_TeV;VERITAS;(missed);;2020
G034.0+20.3;;X;XMM;extended;PSR and tail;2022
G034.7-00.4;1AGL J1857+0137, 2AGL J1856+0119e;gamma_GeV;AGILE;extended;shell;2019
G034.7-00.4;G34.7-0.4;X;ASCA;extended;PSR + PWN;2005
G034.7-00.4;G034.7-00.4 and G034.7-00.4P;X;Chandra;extended;PSR + PWN;2017
G034.7-00.4;EGR J1856+0235, 3EG J1856+0114, 2EG J1857+0118, GeV J1856+0115, GRO J1853+01;gamma_GeV;EGRET;extended;shock+cloud? PSR? (association not confirmed in revised catalogue);2008
G034.7-00.4;;X;Einstein;extended;shell;1997
G034.7-00.4;;X;EXOSAT;detected;shell;1997
G034.7-00.4;0FGL J1855.9+0126, 1FGL J1856.1+0122, 2FGL J1855.9+0121e, 1FHL J1855.9+0121e, 3FGL J1855.9+0121e, FGES J1856.3+0122, 3FHL J1855.9+0121e;gamma_GeV;Fermi;extended;shell, cloud;2020
G034.7-00.4;;X;Ginga;detected;shell;1997
G034.7-00.4;;gamma_TeV;HESS;(missed);;2018
G034.7-00.4;;X;INTEGRAL-X;(missed);;2005
G034.7-00.4;;X;ROSAT;extended;shock+cloud?;2017
G034.7-00.4;;X;Suzaku;extended;shell, CR+cloud?;2018
G034.7-00.4;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G034.7-00.4;;gamma_TeV;VERITAS;(missed);;2009
G034.7-00.4;;gamma_TeV;Whipple;(missed);;1998
G034.7-00.4;;X;XMM;extended;PSR, shell;2019
G035.6-00.4;1FGL J1857.1+0212c;gamma_GeV;Fermi;detected;cloud?;2022
G035.6-00.4;1HWC J1857+023;gamma_TeV;HAWC;detected;?;2016
G035.6-00.4;HESS J1858+020;gamma_TeV;HESS;extended;cloud?;2018
G036.0+00.1;AX J185651+0245;X;ASCA;extended;PSR+PWN?;2008
G036.0+00.1;;X;Chandra;detected;PSR?;2012
G036.0+00.1;2FHL J1856.8+0256, FGES J1857.8+0246, 3FHL J1857.7+0246e;gamma_GeV;Fermi;extended;PWN?;2017
G036.0+00.1;1HWC J1857+023, 2HWC J1857+027, 3HWC J1857+027;gamma_TeV;HAWC;detected;?;2020
G036.0+00.1;HESS J1857+026;gamma_TeV;HESS;extended;PWN? PSR? SB?;2021
G036.0+00.1;MAGIC J1857.2+0263 and J1857.6+0297;gamma_TeV;MAGIC;extended;PWN?, and MC?;2014
G036.0+00.1;;X;XMM;extended;PWN?;2012
G036.6+02.6;;gamma_GeV;Fermi;(missed);;2016
G036.6+02.6;;gamma_TeV;HESS;(missed);;2018
G036.6-00.7;;gamma_GeV;Fermi;detected;?;2016
G036.6-00.7;;gamma_TeV;HESS;(missed);;2018
G038.7-01.3;;X;Chandra;extended;shell, point sources;2014
G038.7-01.3;;gamma_GeV;Fermi;(missed);;2015
G038.7-01.3;;gamma_TeV;HESS;(missed);;2018
G038.7-01.3;;X;ROSAT;extended;shell?;2002
G038.7-01.3;;X;XMM;extended;shell, point source;2014
G039.2-00.3;G39.2-0.3;X;ASCA;extended;PSR + PWN ?;1999
G039.2-00.3;G039.2-00.3;X;Chandra;extended;shell, PWN;2017
G039.2-00.3;3EG J1903+0550;gamma_GeV;EGRET;(missed);(source not confirmed in revised catalogue);2008
G039.2-00.3;;X;Einstein;extended;shell?;1990
G039.2-00.3;4FGL J1903.8+0531;gamma_GeV;Fermi;detected;shell?;2020
G039.2-00.3;;gamma_TeV;HEGRA;(missed);;2005
G039.2-00.3;;gamma_TeV;HESS;(missed);;2018
G039.2-00.3;;X;Suzaku;extended;shell;2020
G039.7-02.0;G39.7-2.0;X;ASCA;extended;micro-quasar jets;1997
G039.7-02.0;;gamma_TeV;CANGAROO;(missed);;2009
G039.7-02.0;;X;Chandra;extended;micro-quasar jets interacting with SNR and ISM;2019
G039.7-02.0;;X;Einstein;extended;central source and jets;1990
G039.7-02.0;;X;EXOSAT;detected;binary system;1989
G039.7-02.0;;gamma_GeV;Fermi;detected;micro-quasar jets interactions? (not in catalogues);2020
G039.7-02.0;;X;Ginga;detected;binary system;1989
G039.7-02.0;3HWC J1913+048;gamma_TeV;HAWC;extended;micro-quasar jets;2020
G039.7-02.0;;gamma_TeV;HEGRA;(missed);;2005
G039.7-02.0;;gamma_TeV;HESS;(missed);;2018
G039.7-02.0;;X;INTEGRAL-X;detected;binary system;2019
G039.7-02.0;;gamma_TeV;MAGIC;(missed);;2018
G039.7-02.0;;X;ROSAT;extended;micro-quasar and jets;1997
G039.7-02.0;;X;RXTE;detected;micro-quasar jets interactions;2005
G039.7-02.0;;gamma_TeV;VERITAS;(missed);;2017
G039.7-02.0;;X;XMM;extended;micro-quasar jet;2007
G040.5-00.5;1AGL J1908+0614, 2AGL J1909+0559;gamma_GeV;AGILE;detected;PSR?;2019
G040.5-00.5;ARGO J1907+0627;gamma_TeV;ARGO-YBJ;extended;PWN?;2013
G040.5-00.5;;X;ASCA;(missed);;2010
G040.5-00.5;;X;Chandra;detected;PSR?;2010
G040.5-00.5;GRO J1904+06;gamma_GeV;EGRET;(missed);(not present in subsequent catalogues);1995
G040.5-00.5;0FGL J1907.5+0602, 1FGL J1907.9+0602, 2FGL J1907.9+0602, 1FHL J1907.7+0600, 3FGL J1907.9+0602;gamma_GeV;Fermi;extended;PSR, PWN?, clouds?;2021
G040.5-00.5;1HWC J1907+062c, 2HWC J1908+063, eHWC J1907+063, 3HWC J1908+063;gamma_TeV;HAWC;detected;PSR?;2022
G040.5-00.5;;gamma_TeV;HEGRA;(missed);;2001
G040.5-00.5;HESS J1908+063;gamma_TeV;HESS;extended;shell? PWN?;2021
G040.5-00.5;LHAASO J1908+0621;gamma_TeV;LHAASO;extended;shell? PSR?;2021
G040.5-00.5;MGRO J1908+06;gamma_TeV;Milagro;extended;PWN??;2020
G040.5-00.5;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G040.5-00.5;;gamma_TeV;VERITAS;extended;PWN? shell?;2020
G040.5-00.5;;X;XMM;(missed);;2011
G041.1-00.3;G41.1-0.3;X;ASCA;extended;shell, (PWN?);2001
G041.1-00.3;G041.1-00.3;X;Chandra;extended;shell;2010
G041.1-00.3;GRO J1904+06;gamma_GeV;EGRET;(missed);(not present in subsequent catalogues);1995
G041.1-00.3;;X;Einstein;extended;shell?;1990
G041.1-00.3;1FGL J1906.6+0716c, 2FGL J1906.5+0720, 3FGL J1906.6+0720;gamma_GeV;Fermi;detected;shell? nearby PWN? (not associated in last catalogue);2018
G041.1-00.3;;gamma_TeV;HEGRA;(missed);;2001
G041.1-00.3;;gamma_TeV;HESS;extended;shell? PSR?;2021
G041.1-00.3;;X;ROSAT;extended;shell, (PWN?);2000
G041.1-00.3;;X;Suzaku;extended;shell;2020
G041.1-00.3;;X;XMM;extended;shell;2021
G042.8+00.6;;X;ASCA;detected;SGR;2001
G042.8+00.6;;X;BeppoSAX;detected;SGR;2007
G042.8+00.6;G042.8+00.6;X;Chandra;detected;SGR;2011
G042.8+00.6;;gamma_GeV;Fermi;(missed);;2016
G042.8+00.6;;gamma_TeV;HAWC;detected;SGR? shell?;
G042.8+00.6;;gamma_TeV;HEGRA;(missed);;2001
G042.8+00.6;HOTS J1907+091, HESS J1907+089;gamma_TeV;HESS;extended;(candidate) shell? SGR?;2018
G042.8+00.6;;X;INTEGRAL-X;detected;SGR;2006
G042.8+00.6;;X;NuSTAR;detected;SGR;2021
G042.8+00.6;;X;ROSAT;detected;SGR;2001
G042.8+00.6;;X;RXTE;detected;SGR;2007
G042.8+00.6;;X;Suzaku;detected;SGR;2021
G042.8+00.6;;X;Swift;detected;SGR;2008
G042.8+00.6;;X;XMM;detected;SGR;2011
G043.3-00.2;2AGL J1911+0907;gamma_GeV;AGILE;detected;shell+clouds?;2019
G043.3-00.2;G43.3-0.2;X;ASCA;extended;shell;2005
G043.3-00.2;G043.3-00.2;X;Chandra;extended;shell with jets, point sources;2017
G043.3-00.2;;X;Einstein;extended;?;1990
G043.3-00.2;;X;EXOSAT;detected;shell;1985
G043.3-00.2;0FGL J1911.0+0905, 1FGL J1910.9+0906c, 2FGL J1911.0+0905, 1FHL J1911.0+0905, 3FGL J1910.9+0906, 2FHL J1911.0+0905, 3FHL J1911.0+0905;gamma_GeV;Fermi;detected;shell;2019
G043.3-00.2;;gamma_TeV;HAWC;(missed);;2021
G043.3-00.2;;gamma_TeV;HEGRA;(missed);;2001
G043.3-00.2;HESS J1911+090;gamma_TeV;HESS;detected;shell;2019
G043.3-00.2;;X;NuSTAR;extended;shell;2018
G043.3-00.2;;X;ROSAT;extended;shell;2000
G043.3-00.2;;X;Suzaku;extended;shell;2021
G043.3-00.2;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G043.3-00.2;;X;XMM;extended;shell;2020
G043.9+01.6;;gamma_GeV;Fermi;(missed);;2016
G043.9+01.6;;gamma_TeV;HESS;(missed);;2018
G044.5-00.2;;gamma_GeV;AGILE;detected;PWN? (not in last catalogue);2019
G044.5-00.2;ARGO J1912+1026;gamma_TeV;ARGO-YBJ;detected;?;2013
G044.5-00.2;;X;ASCA;(missed);;2018
G044.5-00.2;;X;Chandra;(missed);;2018
G044.5-00.2;2HWC J1912+099, 3HWC J1912+103;gamma_TeV;HAWC;detected;?;2020
G044.5-00.2;HESS J1912+101;gamma_TeV;HESS;extended;PWN? more likely shell;2018
G044.5-00.2;;X;ROSAT;detected;point sources;2018
G045.7-00.4;1FGL J1916.0+1110c, 2FGL J1916.1+1106, 3FGL J1915.9+1112;gamma_GeV;Fermi;detected;shell? cloud?;2021
G045.7-00.4;;gamma_TeV;HESS;(missed);;2011
G046.8-00.3;;gamma_GeV;Fermi;(missed);;2016
G046.8-00.3;;gamma_TeV;HESS;(missed);;2018
G047.4-03.9;;X;ASCA;detected;PSR;2005
G047.4-03.9;;X;Chandra;extended;PSR and trail + bow shock + jet?;2008
G047.4-03.9;;X;ROSAT;extended;PSR and trail;2005
G047.4-03.9;;X;RXTE;(missed);;2005
G047.4-03.9;;X;XMM;extended;PSR and trail;2006
G049.2-00.7;1AGL J1923+1404, 2AGL J1924+1416;gamma_GeV;AGILE;detected;shell?;2019
G049.2-00.7;G49.2-0.7;X;ASCA;extended;shell, point sources;2002
G049.2-00.7;CXOU J192318.5+1403035;X;Chandra;extended;shell, PWN?;2005
G049.2-00.7;;X;Einstein;extended;?;1990
G049.2-00.7;0FGL J1923.0+1411, 1FGL J1922.9+1411, 2FGL J1923.2+1408e, 1FHL J1923.2+1408e, 3FGL J1923.2+1408e, 2FHL J1923.2+1408e, FGES J1923.3+1408, 3FHL J1923.2+1408e;gamma_GeV;Fermi;extended;shock+cloud;2019
G049.2-00.7;2HWC J1922+140, 3HWC J1920+147 and J1922+140;gamma_TeV;HAWC;detected;shell?;2020
G049.2-00.7;HESS J1923+141;gamma_TeV;HESS;extended;shock+cloud;2011
G049.2-00.7;;gamma_TeV;MAGIC;extended;shock+cloud? PWN?;2019
G049.2-00.7;;gamma_TeV;Milagro;detected;?;2009
G049.2-00.7;;X;ROSAT;extended;shell;2017
G049.2-00.7;;X;Suzaku;extended;shell, shock+cloud?;2022
G049.2-00.7;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G049.2-00.7;;gamma_TeV;Whipple;(missed);;1998
G049.2-00.7;;X;XMM;extended;shell, PWNs?;2014
G053.4+00.0;;gamma_GeV;Fermi;(missed);;2017
G053.4+00.0;;gamma_TeV;HESS;(missed);;2017
G053.4+00.0;;X;XMM;extended;shell?;2017
G053.6-02.2;G53.6-2.2;X;ASCA;extended;shell;2001
G053.6-02.2;;X;Chandra;extended;shell;2015
G053.6-02.2;;X;Einstein;extended;?;1990
G053.6-02.2;PS J1934.5+1845;gamma_GeV;Fermi;detected;?;2017
G053.6-02.2;;gamma_TeV;HESS;(missed);;2018
G053.6-02.2;;X;ROSAT;extended;shell;2001
G053.6-02.2;;X;Suzaku;extended;shell;2017
G054.1+00.3;G54.1+0.3;X;ASCA;extended;PSR, jet?;2002
G054.1+00.3;G054.1+00.3;X;Chandra;extended;PSR + PWN;2020
G054.1+00.3;;X;Einstein;detected;PWN?;1990
G054.1+00.3;;gamma_GeV;Fermi;detected;? (not in latest catalogue);2017
G054.1+00.3;2HWC J1930+188, 3HWC J1930+188;gamma_TeV;HAWC;detected;shell?;2020
G054.1+00.3;HESS J1930+188;gamma_TeV;HESS;detected;shell? PWN?;2018
G054.1+00.3;LHAASO J1929+1745;gamma_TeV;LHAASO;extended;shell? PSR?;2021
G054.1+00.3;;X;ROSAT;extended;jet?;2001
G054.1+00.3;;X;RXTE;detected;PSR;2007
G054.1+00.3;;X;Suzaku;extended;shell?;2010
G054.1+00.3;VER J1930+188;gamma_TeV;VERITAS;detected;probably PWN;2017
G054.1+00.3;;X;XMM;extended;shell?;2010
G054.4-00.3;G54.4-0.3;X;ASCA;extended;?;
G054.4-00.3;;X;Chandra;extended;PSR+PWN;2019
G054.4-00.3;2FGL J1932.1+1913;gamma_GeV;Fermi;(missed);(not present in last catalogue);2016
G054.4-00.3;;gamma_TeV;HESS;(missed);;2018
G054.4-00.3;;X;Suzaku;extended;PWN?;2017
G054.4-00.3;;X;Swift;detected;PSR?;2017
G055.0+00.3;;gamma_GeV;Fermi;(missed);;2016
G055.0+00.3;;gamma_TeV;HESS;(missed);;2018
G055.7+03.4;;gamma_GeV;Fermi;(missed);;2016
G057.2+00.8;;X;Chandra;detected;SGR + scattering halo (or PWN?);2020
G057.2+00.8;;gamma_GeV;Fermi;(missed);;2016
G057.2+00.8;3HWC J1935+213 and J1936+223;gamma_TeV;HAWC;detected;?;2020
G057.2+00.8;;gamma_TeV;HESS;(missed);;2021
G057.2+00.8;;X;INTEGRAL-X;detected;SGR;2020
G057.2+00.8;;X;NuSTAR;detected;SGR;2017
G057.2+00.8;;X;Swift;detected;SGR;2017
G057.2+00.8;;X;XMM;detected;SGR + scattering halo (or PWN?);2020
G059.2-04.7;;X;Chandra;extended;PSR and tail;2012
G059.2-04.7;1FGL J1959.6+2047, 2FGL J1959.5+2047, 3FGL J1959.5+2047;gamma_GeV;Fermi;detected;PSR;2015
G059.2-04.7;;X;RXTE;detected;PSR;2012
G059.2-04.7;;X;XMM;detected;PSR;2021
G059.5+00.1;;gamma_GeV;Fermi;(missed);;2016
G059.5+00.1;;gamma_TeV;HESS;(missed);;2018
G059.8+01.2;;gamma_GeV;Fermi;(missed);;2016
G059.8+01.2;;gamma_TeV;HESS;(missed);;2011
G063.7+01.1;CXO J194753.3+274351;X;Chandra;extended;PWN;2016
G063.7+01.1;;gamma_GeV;Fermi;(missed);;2016
G063.7+01.1;3XMM J194753.4+274357;X;XMM;extended;PWN;2016
G064.5+00.9;;gamma_TeV;HESS;(missed);;2018
G064.5+00.9;;X;ROSAT;(missed);;2009
G064.5+00.9;;X;XMM;(missed);;2009
G065.1+00.6;0FGL J1954.4+2838;gamma_GeV;Fermi;(missed);(not associated in last catalogue);2016
G065.1+00.6;2HWC J1955+285, 3HWC J1954+286 and J1957+291;gamma_TeV;HAWC;detected;shell?;2022
G065.1+00.6;;gamma_TeV;HESS;(missed);;2018
G065.1+00.6;;gamma_TeV;MAGIC;(missed);;2010
G065.1+00.6;;gamma_TeV;Milagro;detected;?;2009
G065.1+00.6;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G065.3+05.7;;X;Chandra;detected;?;2006
G065.3+05.7;;X;Einstein;extended;?, central object;1990
G065.3+05.7;;gamma_GeV;Fermi;(missed);;2016
G065.3+05.7;;X;HEAO-1;extended;shell;1979
G065.3+05.7;;X;ROSAT;extended;shell, point source;2004
G065.7+01.2;G65.7+1.2;X;ASCA;extended;NS + PWN ?;2004
G065.7+01.2;G065.7+01.2;X;Chandra;extended;NS + PWN;2019
G065.7+01.2;3FGL J1951.6+2926;gamma_GeV;Fermi;detected;?;2017
G065.7+01.2;2HWC J1953+294, 3HWC J1951+293;gamma_TeV;HAWC;detected;PWN?;2020
G065.7+01.2;;X;NuSTAR;extended;PWN;2019
G065.7+01.2;;X;ROSAT;extended;NS + PWN ?;2004
G065.7+01.2;VER J1952+294;gamma_TeV;VERITAS;extended;PWN?;2019
G065.7+01.2;;X;XMM;extended;NS + PWN;2019
G066.0-00.0;LHAASO J1956+2845;gamma_TeV;LHAASO;extended;shell?;2021
G067.7+01.8;CXOU 195424.75+312824.9 and 195429.82+312834.1;X;Chandra;extended;shell, NS?;2009
G067.7+01.8;;gamma_GeV;Fermi;(missed);;2016
G067.7+01.8;;gamma_TeV;HESS;(missed);;2018
G067.7+01.8;;X;ROSAT;extended;shell;2009
G068.6-01.2;;gamma_GeV;Fermi;(missed);;2016
G068.6-01.2;3HWC J1951+266;gamma_TeV;HAWC;detected;?;2020
G069.0+02.7;2AGL J1953+3258;gamma_GeV;AGILE;detected;PSR?;2019
G069.0+02.7;G68.8+2.6;X;ASCA;extended;PSR + PWN ?;
G069.0+02.7;;gamma_TeV;CELESTE;(missed);;2004
G069.0+02.7;G068.7+02.8;X;Chandra;extended;PSR + PWN;2008
G069.0+02.7;;gamma_GeV;EGRET;detected;PSR;2001
G069.0+02.7;;X;Einstein;extended;PSR+PWN? jet from central object?;1990
G069.0+02.7;;X;EXOSAT;detected;PWN?;1988
G069.0+02.7;0FGL J1953.2+3249, 1FGL J1952.9+3252, 2FGL J1953.0+3253, 1FHL J1953.3+3251, 3FGL J1952.9+3253, 3FHL J1952.8+3253;gamma_GeV;Fermi;detected;PSR;2017
G069.0+02.7;;gamma_TeV;HESS;(missed);;2018
G069.0+02.7;;X;INTEGRAL-X;detected;PWN;2009
G069.0+02.7;;gamma_TeV;MAGIC;(missed);;2009
G069.0+02.7;;X;ROSAT;extended;PSR + PWN, shell;2012
G069.0+02.7;;gamma_TeV;STACEE;(missed);;2009
G069.0+02.7;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G069.7+01.0;G69.7+1.0;X;ASCA;extended;shell;2000
G069.7+01.0;;gamma_GeV;Fermi;(missed);;2016
G069.7+01.0;;gamma_TeV;HESS;(missed);;2018
G069.7+01.0;;X;ROSAT;extended;shell;2000
G070.0-21.5;;X;ROSAT;extended;shell?;2015
G073.9+00.9;;X;Einstein;(missed);;1989
G073.9+00.9;3FGL J2014.4+3606;gamma_GeV;Fermi;detected;shock+cloud;2016
G073.9+00.9;;X;XMM;(missed);;2015
G074.0-08.5;;gamma_GeV;AGILE;(missed);;2019
G074.0-08.5;G74.0-8.5;X;ASCA;extended;(parts of) shell, point source;2001
G074.0-08.5;G074.0-08.5NE and G074.0-08.5SE and G074.0-08.5E;X;Chandra;extended;(sections of) shell;2011
G074.0-08.5;;X;Einstein;extended;(parts of) shell, dust scattering halo;1990
G074.0-08.5;;X;EXOSAT;detected;shell;2013
G074.0-08.5;1FGL J2046.4+3041 and J2049.1+3142 and J2055.2+3144 and J2057.4+3057, 2FGL J2051.0+3040e, 3FGL J2051.0+3040e, 3FHL J2051.0+3040e;gamma_GeV;Fermi;extended;shell;2017
